code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
603005,晶方科技,半导体,江苏,75.28,0.226,4.59,7.41,34.0119,6.097236982,,3.18,,3.1
2218,拓日新能,半导体,深圳,37.19,0.07,2.32,2.26,5.2432,6.238236085,3.2,4.85,1.15,3.17
300046,台基股份,半导体,湖北,53.28,0.19,3.54,5.71,20.2134,6.644144144,3.49,4.89,1.59,3.36
600460,士兰微,半导体,浙江,68.54,0.068,4.56,2.04,9.3024,6.653049314,,3.93,,3.35
300269,联建光电,半导体,深圳,32.48,0.302,2.23,8.77,19.5571,6.865763547,6.36,9.15,1.36,3.41
300389,艾比森,半导体,深圳,59.93,0.109,4.26,3.06,13.0356,7.108293009,10.8,16.56,,
2079,苏州固锝,半导体,江苏,58.35,0.074,4.22,2.03,8.5666,7.232219366,5.84,8.06,1.28,3.63
300118,东方日升,半导体,浙江,22.81,0.35,1.76,7.82,13.7632,7.715914073,15.85,20.29,2.02,
300102,乾照光电,半导体,福建,32.39,0.144,2.54,3.68,9.3472,7.841926521,0.91,1.95,1.65,
300303,聚飞光电,半导体,深圳,37.13,0.06,2.92,1.46,4.2632,7.864260706,,8.82,2.05,3.9
300241,瑞丰光电,半导体,深圳,41.56,0.161,3.44,3.88,13.3472,8.277189605,5.14,5.22,1.95,4.24
300625,三雄极光,半导体,广东,47.45,0.36,4.03,7.47,30.1041,8.493150685,,36.64,3.12,
300317,珈伟股份,半导体,深圳,38.26,0.264,3.6,5.61,20.196,9.409304757,,8.98,,4.84
2119,康强电子,半导体,浙江,64.29,0.162,6.05,3.44,20.812,9.410483746,4.78,6.47,,
300671,富满电子,半导体,深圳,90.07,0.29,8.51,4.57,38.8907,9.44820695,,15.42,3.02,
2185,华天科技,半导体,甘肃,34.35,0.12,3.43,2.4,8.232,9.985443959,6.12,,,5.06
2449,国星光电,半导体,广东,28.72,0.323,2.99,6.21,18.5679,10.41086351,4.68,6.85,1.77,
603501,韦尔股份,半导体,上海,71.27,0.141,7.72,2.61,20.1492,10.83204714,,19.53,4.32,6.64
300632,光莆股份,半导体,福建,57.2,0.27,6.36,4.23,26.9028,11.11888112,,,3.93,7.03
2745,木林森,半导体,广东,40.47,0.579,4.53,10.35,46.8855,11.19347665,8.56,,2.49,5.66
300323,华灿光电,半导体,湖北,34.45,0.257,4.1,4.31,17.671,11.90130624,5.76,9.83,2.31,6.08
300623,捷捷微电,半导体,江苏,51.86,0.776,6.56,12.28,80.5568,12.6494408,,25.88,3.8,
300373,扬杰科技,半导体,江苏,38.98,0.286,5.01,4.46,22.3446,12.852745,14.46,,2.67,6.48
300613,富瀚微,半导体,上海,74.59,1.42,9.7,20,194,13.00442419,,52.71,,8.52
600171,上海贝岭,半导体,上海,34.13,0.198,4.64,2.92,13.5488,13.59507764,2.12,2.05,0.81,7.01
300296,利亚德,半导体,北京,43.13,0.228,6.74,2.92,19.6808,15.62717366,11.48,22.06,3.8,
600703,三安光电,半导体,湖北,28.51,0.371,4.75,4.45,21.1375,16.66082076,9.05,12.95,3.89,8.33
300232,洲明科技,半导体,深圳,34.93,0.216,5.82,2.59,15.0738,16.66189522,11.78,,3.21,
300327,中颖电子,半导体,上海,56.52,0.296,10.13,3.3,33.429,17.92285916,,,,8.66
2815,崇达技术,半导体,深圳,33.22,0.49,6.35,5.18,32.893,19.11499097,25.23,27.48,4.43,
601012,隆基股份,半导体,陕西,21.79,0.619,4.83,5.59,26.9997,22.16613125,17.86,21.77,4.26,11.57
603986,兆易创新,半导体,北京,73.37,0.9,18.24,7.12,129.8688,24.86029712,20.57,21.18,5.29,13.01
300080,易成新能,半导体,河南,0,-0.437,1.45,5.98,8.671,,0.19,0.64,0.05,-7.06
600401,*ST海润,半导体,江苏,0,-0.106,2.17,0.69,1.4973,,,,-7.76,
300672,国科微,半导体,湖南,0,-0.31,6.53,8.2,53.546,,,7.57,-3.87,-3.67
600151,航天机电,半导体,上海,0,-0.138,1.88,4.07,7.6516,,,4.13,-2.08,-3.31
300708,聚灿光电,半导体,江苏,0,0,0,0,0,,,,,
601628,中国人寿,保险,北京,31.97,0.433,2.6,10.64,27.664,8.132624335,4.29,6.16,2.03,4.01
627,天茂集团,保险,湖北,31.2,0.147,2.9,3.16,9.164,9.294871795,,,0.8,4.59
601601,中国太保,保险,上海,25.57,0.718,2.53,14.51,36.7103,9.894407509,6.6,9.1,1.5,4.8
601336,新华保险,保险,北京,27.77,1.038,2.91,19.79,57.5889,10.4789341,8.12,8.45,,5.29
601318,中国平安,保险,深圳,11.33,2.43,2.31,23.29,53.7999,20.38834951,15.7,17.36,5.8,10.6
600291,西水股份,保险,内蒙,6.65,2.155,2.54,11.29,28.6766,38.19548872,0.36,0.34,,
600876,洛阳玻璃,玻璃,河南,5315.07,0.002,23.88,1,23.88,0.449288532,-16.55,2.42,0.22,
2623,亚玛顿,玻璃,江苏,283.7,0.048,1.99,13.56,26.9844,0.701445189,,0.79,0.32,
2201,九鼎新材,玻璃,江苏,410.74,0.013,4.11,2.67,10.9737,1.000633004,0.85,,0.23,0.5
600819,耀皮玻璃,玻璃,上海,188.05,0.018,2.13,3.24,6.9012,1.132677479,1.44,7.55,0.21,0.57
300093,金刚玻璃,玻璃,广东,180.63,0.043,3.81,4.09,15.5829,2.109284172,0.06,,0.05,1.06
600552,凯盛科技,玻璃,安徽,96.17,0.046,2.9,3.04,8.816,3.015493397,2.75,3.29,0.51,1.49
603021,山东华鹏,玻璃,山东,88.57,0.074,3.1,4.2,13.02,3.500056453,5.25,5,0.72,1.74
2571,*ST德力,玻璃,安徽,54.62,0.08,2.29,3.83,8.7707,4.192603442,-2.9,-4.1,,2.12
600586,金晶科技,玻璃,山东,36.1,0.071,1.81,2.84,5.1404,5.013850416,1.07,0.95,,2.56
603601,再升科技,玻璃,重庆,64.85,0.116,5.13,2.92,14.9796,7.910562837,6.94,10.12,,4.03
300196,长海股份,玻璃,江苏,29.33,0.494,2.66,10.89,28.9674,9.069212411,,14.9,2.61,
12,南 玻Ａ,玻璃,深圳,25.78,0.165,2.51,3.39,8.5089,9.736229635,8.99,10.32,2.15,4.94
600293,三峡新材,玻璃,湖北,31.29,0.22,3.21,3.05,9.7905,10.25886865,3.07,11.15,1.92,5.2
603578,三星新材,玻璃,浙江,78.77,0.37,9.88,5.35,52.858,12.54284626,,20.29,4.71,7.71
300395,菲利华,玻璃,湖北,45.25,0.18,5.84,2.79,16.2936,12.90607735,10.01,14.23,1.85,6.43
601636,旗滨集团,玻璃,湖南,12.63,0.2,2.15,2.34,5.031,17.0229612,8.09,14.99,3.98,8.45
300160,秀强股份,玻璃,江苏,22.76,0.19,3.93,2.2,8.646,17.26713533,7.45,10.17,,8.86
600176,中国巨石,玻璃,浙江,15.47,0.345,2.75,3.89,10.6975,17.77634131,11.16,14.84,,8.87
600787,中储股份,仓储物流,天津,104.17,0.045,2.18,4.27,9.3086,2.092733033,4.83,8.36,0.32,1.04
600119,长江投资,仓储物流,上海,170.28,0.047,5.27,3.03,15.9681,3.094902514,,15.74,1.05,
603117,万林股份,仓储物流,江苏,56.82,0.104,2.47,4.81,11.8807,4.347060894,5.12,4.83,0.88,
300013,新宁物流,仓储物流,江苏,70.79,0.117,3.64,4.55,16.562,5.141969205,,,0.91,
2492,恒基达鑫,仓储物流,广东,48.13,0.096,3.17,2.91,9.2247,6.586328693,2.24,3.93,1.42,3.34
600057,象屿股份,仓储物流,福建,20.13,0.23,1.35,7.54,10.179,6.706408346,,6.79,2.04,3.96
2210,飞马国际,仓储物流,深圳,67.77,0.085,4.64,2.47,11.4608,6.846687325,,,1.79,3.49
300240,飞力达,仓储物流,江苏,47.32,0.105,3.52,2.83,9.9616,7.438715131,,,,3.75
603128,华贸物流,仓储物流,上海,28.76,0.152,2.45,3.57,8.7465,8.518776078,,8.83,1.77,
603535,嘉诚国际,仓储物流,广东,46,0.328,4.34,6.94,30.1196,9.434782609,,15.31,,6.51
2800,天顺股份,仓储物流,新疆,68.47,0.269,6.47,5.68,36.7496,9.449393895,7.52,,1.76,4.75
603813,原尚股份,仓储物流,广东,38.94,0.275,4.08,5.25,21.42,10.47765794,,13.56,,7.25
2183,怡 亚 通,仓储物流,深圳,27.97,0.156,3.26,2.67,8.7042,11.65534501,,,3.32,5.79
600180,瑞茂通,仓储物流,山东,21.49,0.307,2.75,4.8,13.2,12.7966496,6.9,,,6.53
2889,东方嘉盛,仓储物流,深圳,33.33,0.7,4.29,8.14,34.9206,12.87128713,,12.49,,8.98
2245,澳洋顺昌,仓储物流,江苏,30.72,0.15,4.26,2.17,9.2442,13.8671875,8.75,11.61,3.03,7.31
603648,畅联股份,仓储物流,上海,46.95,0.22,6.74,3.07,20.6918,14.35569755,,16.27,,9.47
603569,长久物流,仓储物流,北京,44.24,0.354,6.5,4.81,31.265,14.6925859,21.23,,2.43,7.47
2769,普路通,仓储物流,深圳,38.01,0.25,5.61,3.38,18.9618,14.75927388,,,3.34,7.48
600233,圆通速递,仓储物流,辽宁,42.17,0.246,6.89,3,20.67,16.33862936,25.14,,3.35,8.1
2352,顺丰控股,仓储物流,安徽,62.33,0.45,10.19,5.22,53.1918,16.34846783,2.09,22.46,3.7,8.84
600270,外运发展,仓储物流,北京,12.93,0.7,2.15,8.43,18.1245,16.62799691,9.87,13.31,,8.27
600179,安通控股,仓储物流,黑龙江,43.43,0.215,7.42,2.52,18.6984,17.08496431,15.29,22.24,4.83,8.92
2468,申通快递,仓储物流,浙江,26.45,0.488,6.54,3.94,25.7676,24.72589792,0.72,,,12.84
2711,欧浦智网,仓储物流,广东,27.54,0.224,7.76,1.59,12.3384,28.1771968,11.36,15.48,3.05,14.4
2120,韵达股份,仓储物流,浙江,37.2,0.614,12.68,3.6,45.648,34.08602151,12.69,,6.95,
600794,保税科技,仓储物流,江苏,0,-0.072,2.85,1.59,4.5315,,1.91,1.28,,-4.41
2264,新 华 都,超市连锁,福建,66.37,0.061,3.19,2.54,8.1026,4.806388429,12.66,3.37,2.29,
600361,华联综超,超市连锁,北京,27.82,0.104,1.43,4.04,5.7772,5.140186916,-5.09,-9.21,0.12,
2251,步 步 高,超市连锁,湖南,28.28,0.241,1.87,7.28,13.6136,6.612446959,3.51,2.64,2.43,3.33
600827,百联股份,超市连锁,上海,22.28,0.355,1.68,9.38,15.7584,7.540394973,,5.64,2.16,
601010,文峰股份,超市连锁,江苏,23.38,0.093,1.86,2.33,4.3338,7.955517536,4.59,6.24,2.17,
601116,三江购物,超市连锁,浙江,82.83,0.161,6.9,3.86,26.634,8.330315103,,6.38,2.49,4.08
2697,红旗连锁,超市连锁,四川,41.55,0.072,3.63,1.66,6.0258,8.736462094,,6.85,,4.42
759,中百集团,超市连锁,湖北,23.32,0.2,2.08,4.49,9.3392,8.919382504,-6.07,0.22,3.55,4.48
601933,永辉超市,超市连锁,福建,36.19,0.11,3.99,2,7.98,11.02514507,6.21,,3.8,5.46
603708,家家悦,超市连锁,山东,27.36,0.305,3.38,4.94,16.6972,12.35380117,16.86,23.16,3.88,
2336,人人乐,超市连锁,深圳,0,-0.337,2.33,5.43,12.6519,,0.31,,0.21,
601086,国芳集团,超市连锁,甘肃,0,0,0,0,0,,,,,
601949,中国出版,出版业,北京,258.93,0.021,3.79,2.9,10.991,1.463716062,,14.39,,
600825,新华传媒,出版业,上海,178.27,0.02,2.91,2.5,7.275,1.632355416,,,0.28,
300364,中文在线,出版业,北京,226.71,0.03,3.82,3.61,13.7902,1.684971991,1.2,2.55,,0.85
603999,读者传媒,出版业,甘肃,88.12,0.061,3.74,2.86,10.6964,4.244212438,3.84,,,2.11
300148,天舟文化,出版业,湖南,46.45,0.13,2.31,5.24,12.1044,4.973089343,,9.1,1.35,2.51
601999,出版传媒,出版业,辽宁,43.18,0.105,2.55,3.55,9.0525,5.905511811,4.39,6.29,0.55,3.01
601858,中国科传,出版业,北京,58.77,0.12,3.54,3.75,13.275,6.023481368,,13.83,,
600551,时代出版,出版业,安徽,24.11,0.303,1.46,10,14.6,6.055578598,6.99,8.65,,3.01
793,华闻传媒,出版业,海南,28.9,0.178,2.11,4.88,10.2968,7.301038062,7.65,9.52,0.26,
719,大地传媒,出版业,河南,17.61,0.316,1.68,6.64,11.1552,9.540034072,7.31,10.5,1.35,4.81
601900,南方传媒,出版业,广东,22.89,0.268,2.71,4.53,12.2763,11.83923111,10.76,12.8,,
600229,城市传媒,出版业,山东,24.4,0.197,3,3.21,9.63,12.29508197,7.69,13.54,,6.34
601811,新华文轩,出版业,四川,18.97,0.404,2.36,6.48,15.2928,12.44069584,6.49,,2.23,
601928,凤凰传媒,出版业,江苏,15.35,0.307,1.93,4.88,9.4184,12.5732899,7.66,,2.48,
600757,长江传媒,出版业,湖北,12.14,0.314,1.58,4.83,7.6314,13.01482702,7.84,11.22,,6.66
600373,中文传媒,出版业,江西,19.48,0.577,2.69,8.35,22.4615,13.80903491,9.68,12.51,4.21,7
601098,中南传媒,出版业,湖南,15.98,0.492,2.23,7.06,15.7438,13.95494368,9.97,,2.73,6.79
603096,新经典,出版业,天津,37.32,0.97,5.77,10.41,60.0657,15.46087889,,25.17,6.65,11.52
601801,皖新传媒,出版业,安徽,14.89,0.417,2.73,4.55,12.4215,18.33445265,11.52,17.22,7.05,
600633,浙数文化,出版业,浙江,8.61,1.013,3,5.82,17.46,34.84320557,,13.78,17.78,18.66
504,南华生物,出版业,湖南,0,-0.039,-902.86,-0.02,18.0572,,nan,-386.68,-173.42,nan
2181,粤 传 媒,出版业,广东,0,-0.043,1.72,3.22,5.5384,,-6.4,5.14,,-1.33
300654,世纪天鸿,出版业,山东,0,0,0,0,0,,,,,
600072,中船科技,船舶,上海,493.41,0.018,3.63,4.95,17.9685,0.73569648,-5.71,-1.52,0.09,
600685,中船防务,船舶,广东,423.19,0.031,3.59,7.34,26.3506,0.848318722,0.06,0.69,0.18,0.42
300123,太阳鸟,船舶,湖南,223.44,0.03,3.48,3.85,13.398,1.557465091,1.01,1.78,,
601890,亚星锚链,船舶,江苏,151.06,0.028,2.73,3.06,8.3538,1.807228916,1.63,,0.61,0.9
601989,中国重工,船舶,北京,94.37,0.033,1.94,3.19,6.1886,2.055738052,1.4,1.23,,1.09
300008,天海防务,船舶,上海,45.24,0.2,2.9,3.08,8.932,6.41025641,5.97,6.56,1.26,3.22
300589,江龙船艇,船舶,广东,94.73,0.18,10.16,2.58,26.2128,10.72521904,,24.34,,
600150,中国船舶,船舶,上海,0,-0.014,2.25,10.84,24.39,,-2.52,-16.03,-0.48,-0.13
300449,汉邦高科,电脑设备,北京,2939.3,0.005,6.37,4.62,29.4294,0.216718266,,4.67,,
2528,英飞拓,电脑设备,深圳,120.3,0.025,2.25,2.7,6.075,1.87032419,,,,0.92
2177,御银股份,电脑设备,广东,130.89,0.024,2.78,2.23,6.1994,2.12392085,2.01,1.4,1.02,
2577,雷柏科技,电脑设备,深圳,188.05,0.057,5.17,4.18,21.6106,2.749268811,,1.55,,1.39
300390,天华超净,电脑设备,江苏,123.94,0.036,3.78,2.36,8.9208,3.049862837,2.45,,0.83,1.53
300045,华力创通,电脑设备,北京,172.69,0.035,5.35,2.25,12.0375,3.098036945,2.61,5.55,0.84,2
600734,实达集团,电脑设备,福建,70.4,0.084,2.65,4.45,11.7925,3.764204545,10.83,12.64,,
300130,新国都,电脑设备,深圳,81.54,0.13,3.35,6.31,21.1385,4.108413049,5.96,10.26,,2.09
300282,汇冠股份,电脑设备,北京,48.67,0.208,2.11,9.59,20.2349,4.335319499,7.16,,,2.4
603019,中科曙光,电脑设备,天津,159.24,0.105,7.4,4.53,33.522,4.6470736,4.1,,0.65,2.32
2362,汉王科技,电脑设备,北京,170.11,0.093,8.26,3.82,31.5532,4.855681618,,2.83,1.17,2.53
300042,朗科科技,电脑设备,深圳,108.19,0.171,5.5,6.72,36.96,5.083649136,3.91,5.17,1.68,2.57
977,浪潮信息,电脑设备,山东,86.05,0.14,4.74,4.05,19.197,5.508425334,9,7.57,1.79,3.59
300367,东方网力,电脑设备,北京,74.59,0.122,4.73,3.86,18.2578,6.341332618,5.51,,1.57,3.2
2351,漫步者,电脑设备,深圳,47.21,0.119,3.77,2.99,11.2723,7.985596272,,5.04,,3.93
2308,威创股份,电脑设备,广东,59.08,0.123,5.01,2.89,14.4789,8.480027082,5.36,8.08,1.14,4.33
66,中国长城,电脑设备,深圳,46.16,0.097,4,2.24,8.96,8.665511265,1.03,,2.45,4.5
2866,传艺科技,电脑设备,江苏,55,0.33,5.11,6,30.66,9.290909091,,26.41,5.45,7.27
300656,民德电子,电脑设备,深圳,79.9,0.39,7.48,6.55,48.994,9.361702128,,32.32,4.45,8.73
2635,安洁科技,电脑设备,江苏,87,0.28,8.48,4.55,38.584,9.747126437,,15.39,,6.25
21,深科技,电脑设备,深圳,22.4,0.209,2.43,3.86,9.3798,10.84821429,5.67,4.07,2.2,5.68
603496,恒为科技,电脑设备,上海,58.9,0.45,6.51,6.14,39.9714,11.05263158,,25.37,25.49,
2376,新北洋,电脑设备,山东,29.83,0.213,3.3,3.84,12.672,11.06268857,6.73,10.55,2.6,5.46
600271,航天信息,电脑设备,北京,30.58,0.312,3.73,5.12,19.0976,12.19751472,,17.97,4.15,6.11
2152,广电运通,电脑设备,广东,18.39,0.219,2.27,3.54,8.0358,12.34366504,,11.82,,
600074,保千里,电脑设备,江苏,34.39,0.151,5.32,1.95,10.374,15.46961326,28.05,30,3.81,8.08
603106,恒银金融,电脑设备,天津,29.34,0.319,4.79,3.91,18.7289,16.32583504,,21.78,,11.5
603025,大豪科技,电脑设备,北京,37.64,0.4,8.86,3.35,29.681,23.53878852,11.07,16.19,3.8,12.03
2180,纳思达,电脑设备,广东,0,-1.02,40.91,0.74,30.2734,,13.15,3.31,,
600601,方正科技,电脑设备,上海,0,-0.066,2.34,1.72,4.0248,,-3.21,,-2.59,
300076,GQY视讯,电脑设备,浙江,0,-0.044,3.62,2.54,9.1948,,,-2.06,-1.82,-1.81
2312,*ST三泰,电脑设备,四川,0,-0.14,3.19,2.1,6.699,,-6.31,-34.64,-0.93,
600100,同方股份,电脑设备,北京,0,-0.041,1.76,6.98,12.2848,,,19.99,,
2024,苏宁云商,电器连锁,江苏,204.09,0.031,1.59,8.04,12.7836,0.779068058,-0.71,1.41,0.12,0.44
2416,爱施德,电器连锁,深圳,35.45,0.153,2.13,5.09,10.8417,6.008462623,3.04,3.88,,2.95
300354,东华测试,电器仪表,江苏,5029.05,0.001,5.98,2.49,14.8902,0.118909138,0.34,0.58,-1.25,0.06
300105,龙源技术,电器仪表,山东,1507.14,0.003,2.04,3.74,7.6296,0.135355707,-2.63,-8.23,-0.47,0.07
2857,三晖电气,电器仪表,河南,2466.72,0.006,6.27,4.91,30.7857,0.254183693,11.07,18.86,,0.21
300557,理工光科,电器仪表,湖北,1119.71,0.022,6.04,8.01,48.3804,0.539425387,,14.3,-1.07,0.26
2197,证通电子,电器仪表,深圳,360.87,0.018,2.47,5.27,13.0169,0.684457007,2.32,,0.18,0.34
300099,精准信息,电器仪表,山东,420.24,0.01,3.34,2.42,8.0828,0.794783933,-0.57,3.19,,0.38
300466,赛摩电气,电器仪表,江苏,512.41,0.016,7.56,2.11,15.9516,1.475381043,3.54,7.61,,0.74
2414,高德红外,电器仪表,湖北,134.88,0.074,3.8,5.27,20.026,2.817319098,1.67,2.56,0.04,1.41
300112,万讯自控,电器仪表,深圳,133.57,0.042,4.03,2.76,11.1228,3.017144568,2.81,3.8,0.46,
2819,东方中科,电器仪表,北京,272.24,0.061,8.98,3.69,33.1362,3.298560094,7.35,9.91,-0.01,
300012,华测检测,电器仪表,深圳,96.45,0.024,3.23,1.44,4.6512,3.348885433,5.2,,,1.65
2214,大立科技,电器仪表,浙江,108.78,0.038,3.82,2.14,8.1748,3.51167494,2.99,3.43,0.18,1.76
300667,必创科技,电器仪表,北京,259.18,0.13,10.35,4.74,49.059,3.993363685,,22.17,1.73,3.9
300371,汇中股份,电器仪表,河北,136.6,0.092,5.48,4.56,24.9888,4.011713031,5.72,10.03,,2
300217,东方电热,电器仪表,江苏,63.08,0.03,2.6,1.44,3.744,4.121750159,2.33,2.51,,
300259,新天科技,电器仪表,河南,78.31,0.067,3.25,3.24,10.53,4.150172392,,9.76,1.01,
300430,诚益通,电器仪表,北京,58.85,0.34,2.76,13.04,35.9904,4.68988955,5.72,8.5,,3.69
2767,先锋电子,电器仪表,浙江,114.39,0.109,5.6,4.47,25.032,4.895532826,5.2,,1.09,2.44
300338,开元股份,电器仪表,湖南,74.51,0.19,3.99,6.07,24.2193,5.354985908,0.92,,1.66,3.91
300165,天瑞仪器,电器仪表,江苏,44.12,0.091,2.39,3.37,8.0543,5.417044424,,3.7,,2.73
300515,三德科技,电器仪表,湖南,123.69,0.064,7.24,2.2,15.928,5.853343035,,10.3,,2.84
2121,科陆电子,电器仪表,深圳,53.36,0.1,3.15,3.24,10.206,5.903298351,2.98,,1.78,3.72
300066,三川智慧,电器仪表,江西,66.44,0.043,3.98,1.43,5.6914,5.990367249,8.91,,,3.01
